InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV102128,SKU-1002,Mechanical Keyboard,Electronics,2,2024-04-21 00:00,2499,C0046,United States
INV102571,SKU-1008,Coffee Mug,Home,1,2024-11-13 00:00,249,C0076,Germany
INV101333,SKU-1004,Laptop Stand,Accessories,6,2024-05-18 00:00,1299,C0062,France
INV102553,SKU-1015,Yoga Mat,Home,7,2024-09-30 00:00,899,C0015,France
INV101789,SKU-1003,USB-C Cable,Electronics,-4,2024-01-25 00:00,299,C0088,USA
INV102112,SKU-1011,Wireless Earbuds,Electronics,8,2024-06-01 00:00,3499,C0057,Germany
INV100441,SKU-1011,Wireless Earbuds,Electronics,4,2024-10-16 00:00,3499,C0036,India
INV103141,SKU-1002,Mechanical Keyboard,Electronics,3,2024-07-26 00:00,2499,C0102,India
INV103725,SKU-1014,Power Bank 10000mAh,Electronics,10,2024-05-01 00:00,1799,C0041,USA
INV100988,SKU-1006,Gel Pen Pack,Stationery,5,2024-11-10 00:00,99,C0033,India
INV102231,SKU-1010,Backpack,Accessories,4,2024-07-30 00:00,1999,C0077,United Kingdom
INV103479,SKU-1012,Phone Case,Accessories,8,2024-07-09 00:00,499,C0022,United Kingdom
INV102638,SKU-1014,Power Bank 10000mAh,Electronics,7,2024-05-24 00:00,1799,C0063,United Kingdom
INV100978,SKU-1002,Mechanical Keyboard,Electronics,8,2024-01-05 00:00,2499,C0110,France
INV100062,SKU-1013,Sticky Notes,Stationery,6,2024-11-24 00:00,79,C0077,united kingdom
INV102273,SKU-1015,Yoga Mat,Home,7,2024-02-12 00:00,899,C0082,united kingdom
INV101187,SKU-1010,Backpack,Accessories,10,2024-01-05 00:00,1999,,India
INV103484,SKU-1001,Wireless Mouse,Electronics,10,2024-01-04 00:00,799,C0040,France
INV101384,SKU-1007,Water Bottle 1L,Home,2,2024-06-20 00:00,399,C0085,France
INV102089,SKU-1006,Gel Pen Pack,Stationery,10,2024-07-19 00:00,99,C0038,United States
INV101921,SKU-1014,Power Bank 10000mAh,Electronics,4,2024-12-26 00:00,1799,C0085,France
INV103512,SKU-1009,Desk Lamp,Home,-7,2024-05-17 00:00,1499,C0116,Germany
INV102297,SKU-1007,Water Bottle 1L,Home,6,2024-06-22 00:00,399,C0022,United Kingdom
INV102230,SKU-1010,Backpack,Accessories,10,2024-06-07 00:00,1999,C0063,United Kingdom
INV100550,SKU-1008,Coffee Mug,Home,10,2024-05-13 00:00,249,C0085,France
INV103951,SKU-1005,Notebook A5,Stationery,6,2024-08-30 00:00,149,C0044,United Kingdom
INV102449,SKU-1005,Notebook A5,Stationery,7,2024-12-17 00:00,149,C0074,India
INV101876,SKU-1009,Desk Lamp,Home,7,2024-05-19 00:00,1499,C0075,France
INV103913,SKU-1004,Laptop Stand,Accessories,7,2024-12-27 00:00,1299,C0063,United Kingdom
INV100489,SKU-1015,Yoga Mat,Home,4,2024-06-16 00:00,899,C0008,France
INV100590,SKU-1009,DESK LAMP,Home,4,2024-05-08 00:00,1499,C0087,India
INV101269,SKU-1007,Water Bottle 1L,Home,11,2024-01-17 00:00,399,C0007,India
INV103334,SKU-1011,Wireless Earbuds,Electronics,6,2024-03-04 00:00,3499,C0105,united kingdom
INV102909,SKU-1004,Laptop Stand,Accessories,1,2024-06-26 00:00,1299,C0006,United States
INV100403,SKU-1014,Power Bank 10000mAh,Electronics,10,2024-11-12 00:00,1799,C0120,India
INV100311,SKU-1005,Notebook A5,Stationery,10,2024-10-10 00:00,N/A,C0101,United States
INV102573,SKU-1009,DESK LAMP,Home,9,2024-10-21 00:00,1499,C0119,United Kingdom
INV100099,SKU-1001,Wireless Mouse,Electronics,1,2024-06-06 00:00,799,C0059,France
INV100236,SKU-1003,USB-C Cable,Electronics,7,2024-03-10 00:00,299,C0115,Germany
INV101130,SKU-1005,Notebook A5,Stationery,6,2024-10-12 00:00,149,C0035,United States
INV103858,SKU-1013,Sticky Notes,Stationery,2,2024-06-19 00:00,79,C0047,Germany
INV101250,SKU-1002,Mechanical Keyboard,Electronics,7,2024-03-03 00:00,2499,C0101,United States
INV101245,SKU-1009,Desk Lamp,Home,9,2024-11-18 00:00,1499,C0070,Germany
INV100428,SKU-1004,Laptop Stand,Accessories,9,2024-08-27 00:00,1299,C0037,united kingdom
INV103076,SKU-1006,Gel Pen Pack,Stationery,6,2024-05-26 00:00,99,C0077,United Kingdom
INV102402,SKU-1008,Coffee Mug,Home,5,2024-08-11 00:00,249,C0095,United States
INV102807,SKU-1002,Mechanical Keyboard,Electronics,10,2024-08-24 00:00,2499,C0047,Germany
INV100642,SKU-1005,Notebook A5,Stationery,3,2024-04-22 00:00,149,C0096,United Kingdom
INV100415,SKU-1014,Power Bank 10000mAh,Electronics,6,2024-01-14 00:00,1799,C0069,India
INV102559,SKU-1005,Notebook A5,Stationery,4,2024-07-28 00:00,149,C0030,Germany
INV102383,SKU-1006,Gel Pen Pack,Stationery,5,2024-01-20 00:00,99,C0011,Germany
INV101841,SKU-1013,Sticky Notes,Stationery,10,2024-04-18 00:00,79,C0043,France
INV102398,SKU-1011,Wireless Earbuds,Electronics,7,2024-08-27 00:00,3499,,United States
INV101002,SKU-1011,Wireless Earbuds,Electronics,9,2024-07-21 00:00,3499,C0073,Germany
INV102749,SKU-1006,Gel Pen Pack,Stationery,5,2024-01-18 00:00,99,C0001,India
INV100916,SKU-1005,Notebook A5,Stationery,9,2024-10-23 00:00,149,C0054,Germany
INV103486,SKU-1013,Sticky Notes,Stationery,6,2024-12-21 00:00,79,C0029,Germany
INV102693,SKU-1013,Sticky Notes,Stationery,6,2024-01-10 00:00,79,C0083,united kingdom
INV101219,SKU-1002,Mechanical Keyboard,Electronics,1,2024-01-07 00:00,2499,C0035,United States
INV100149,SKU-1004,Laptop Stand,Accessories,2,2024-07-22 00:00,1299,C0029,Germany
INV103817,SKU-1012,Phone Case,Accessories,9,2024-02-24 00:00,499,C0068,United Kingdom
INV100615,SKU-1001,Wireless Mouse,Electronics,-7,2024-12-28 00:00,799,C0105,France
INV101719,SKU-1004,Laptop Stand,Accessories,11,2024-06-07 00:00,1299,C0001,India
INV101335,SKU-1013,Sticky Notes,Stationery,1,2024-02-04 00:00,79,C0022,United Kingdom
INV100649,SKU-1002,Mechanical Keyboard,Electronics,4,2024-06-13 00:00,2499,C0063,United Kingdom
INV103402,SKU-1003,USB-C Cable,Electronics,11,2024-06-12 00:00,299,,United States
INV101141,SKU-1012,Phone Case,Accessories,11,2024-08-11 00:00,499,C0009,United Kingdom
INV103192,SKU-1009,Desk Lamp,Home,1,2024-12-07 00:00,1499,C0052,India
INV103612,SKU-1015,YOGA MAT,Home,5,2024-06-11 00:00,899,,France
INV100070,SKU-1013,Sticky Notes,Stationery,9,2024-11-01 00:00,79,C0050,France
INV101910,SKU-1013,Sticky Notes,Stationery,8,2024-08-12 00:00,79,C0031,Germany
INV103638,SKU-1008,COFFEE MUG,Home,10,2024-04-11 00:00,249,C0082,Germany
INV100020,SKU-1001,Wireless Mouse,Electronics,7,2024-01-22 00:00,799,C0010,India
INV101324,SKU-1011,Wireless Earbuds,Electronics,7,2024-08-16 00:00,3499,C0036,India
INV101105,SKU-1006,Gel Pen Pack,Stationery,3,2024-08-26 00:00,99,C0048,United States
INV102882,SKU-1015,Yoga Mat,Home,6,2024-05-24 00:00,899,C0057,Germany
INV102686,SKU-1002,Mechanical Keyboard,Electronics,5,2024-04-08 00:00,2499,C0117,India
INV103708,SKU-1014,Power Bank 10000mAh,Electronics,11,2024-08-20 00:00,1799,C0073,Germany
INV101876,SKU-1002,Mechanical Keyboard,Electronics,1,2024-05-05 00:00,2499,C0031,Germany
INV103155,SKU-1002,Mechanical Keyboard,Electronics,2,2024-09-22 00:00,2499,C0105,France
INV101448,SKU-1010,Backpack,Accessories,4,2024-09-03 00:00,1999,C0025,France
INV102536,SKU-1008,Coffee Mug,Home,-1,2024-04-26 00:00,249,C0001,India
INV103204,SKU-1003,USB-C Cable,Electronics,10,2024-07-17 00:00,299,C0020,Germany
INV102430,SKU-1005,Notebook A5,Stationery,3,2024-09-17 00:00,149,C0096,United Kingdom
INV103047,SKU-1013,,Stationery,1,2024-03-14 00:00,79,C0065,Germany
INV100573,SKU-1005,Notebook A5,Stationery,9,2024-06-18 00:00,149,C0098,France
INV103265,SKU-1007,Water Bottle 1L,Home,10,2024-09-28 00:00,399,C0012,United States
INV103065,SKU-1007,Water Bottle 1L,Home,8,2024-11-06 00:00,399,C0109,Germany
INV101104,SKU-1005,Notebook A5,Stationery,4,2024-11-07 00:00,149,C0101,United States
INV100351,SKU-1005,Notebook A5,Stationery,2,2024-10-23 00:00,149,C0097,United Kingdom
INV101801,SKU-1009,Desk Lamp,Home,5,2024-04-24 00:00,1499,C0035,United States
INV102269,SKU-1008,Coffee Mug,Home,3,2024-07-24 00:00,249,C0015,France
INV101469,SKU-1004,Laptop Stand,Accessories,10,2024-10-07 00:00,1299,C0024,United States
INV100224,SKU-1001,Wireless Mouse,Electronics,6,2024-12-08 00:00,799,C0015,France
INV101353,SKU-1002,Mechanical Keyboard,Electronics,1,2024-10-25 00:00,2499,C0028,United States
INV101529,SKU-1004,Laptop Stand,Accessories,2,2024-09-15 00:00,1299,C0037,United States
INV103403,SKU-1012,Phone Case,Accessories,8,2024-12-03 00:00,499,C0093,United States
INV100696,SKU-1011,Wireless Earbuds,Electronics,7,2024-09-11 00:00,3499,C0113,Germany
INV100477,SKU-1014,Power Bank 10000mAh,Electronics,4,2024-02-22 00:00,1799,C0027,Germany
INV102328,SKU-1009,Desk Lamp,Home,2,2024-06-23 00:00,1499,C0035,United States
INV102405,SKU-1001,Wireless Mouse,Electronics,3,2024-10-06 00:00,799,C0118,India
INV102198,SKU-1002,Mechanical Keyboard,Electronics,10,2024-11-13 00:00,2499,C0033,India
INV102048,SKU-1002,Mechanical Keyboard,Electronics,10,2024-09-30 00:00,2499,C0067,United States
INV102954,SKU-1004,Laptop Stand,Accessories,8,2024-08-10 00:00,1299,C0008,France
INV101078,SKU-1001,Wireless Mouse,Electronics,3,2024-07-24 00:00,799,,United States
INV102733,SKU-1003,USB-C Cable,Electronics,10,2024-07-27 00:00,299,C0032,United Kingdom
INV103568,SKU-1014,POWER BANK 10000MAH,Electronics,10,2024-04-11 00:00,1799,C0029,Germany
INV103588,SKU-1013,Sticky Notes,Stationery,5,2024-04-24 00:00,79,C0029,Germany
INV102316,SKU-1009,Desk Lamp,Home,10,2024-03-02 00:00,1499,C0080,USA
INV100163,SKU-1009,Desk Lamp,Home,2,2024-02-05 00:00,1499,C0087,India
INV100832,SKU-1012,Phone Case,Accessories,11,2024-08-19 00:00,499,C0106,France
INV103404,SKU-1013,Sticky Notes,Stationery,1,2024-09-24 00:00,79,C0112,France
INV103353,SKU-1010,Backpack,Accessories,7,2024-09-16 00:00,1999,C0086,France
INV101250,SKU-1015,Yoga Mat,Home,7,2024-03-04 00:00,899,C0116,Germany
INV100067,SKU-1009,Desk Lamp,Home,7,2024-03-13 00:00,1499,C0012,United States
INV102215,SKU-1001,Wireless Mouse,Electronics,11,2024-07-29 00:00,799,C0077,United Kingdom
INV103007,SKU-1006,Gel Pen Pack,Stationery,11,2024-02-27 00:00,N/A,C0044,United Kingdom
INV100186,SKU-1011,Wireless Earbuds,Electronics,8,2024-11-24 00:00,3499,C0021,Germany
INV100772,SKU-1012,PHONE CASE,Accessories,1,2024-04-09 00:00,499,C0007,India
INV101593,SKU-1011,Wireless Earbuds,Electronics,7,2024-03-26 00:00,3499,,United States
INV103606,SKU-1014,Power Bank 10000mAh,Electronics,4,2024-04-11 00:00,1799,C0021,Germany
INV102279,SKU-1004,Laptop Stand,Accessories,5,2024-01-05 00:00,1299,,united kingdom
INV103249,SKU-1006,Gel Pen Pack,Stationery,7,2024-09-16 00:00,99,,United Kingdom
INV102658,SKU-1003,USB-C Cable,Electronics,4,2024-11-13 00:00,299,C0060,France
INV100557,SKU-1010,Backpack,Accessories,2,2024-04-21 00:00,1999,C0017,united kingdom
INV100880,SKU-1011,Wireless Earbuds,Electronics,3,2024-06-22 00:00,3499,C0117,India
INV101911,SKU-1011,Wireless Earbuds,Electronics,4,2024-06-06 00:00,3499,C0065,united kingdom
INV100074,SKU-1015,Yoga Mat,Home,11,2024-03-16 00:00,899,C0097,United Kingdom
INV100182,SKU-1006,Gel Pen Pack,Stationery,3,2024-05-02 00:00,99,C0084,United States
INV103014,SKU-1004,Laptop Stand,Accessories,3,2024-09-22 00:00,1299,C0108,France
INV103013,SKU-1004,Laptop Stand,Accessories,2,2024-03-11 00:00,1299,C0079,Germany
INV101717,SKU-1006,Gel Pen Pack,Stationery,1,2024-02-15 00:00,99,C0119,United Kingdom
INV101541,SKU-1009,Desk Lamp,Home,9,2024-04-09 00:00,1499,C0019,United States
INV102071,SKU-1014,Power Bank 10000mAh,Electronics,8,2024-04-04 00:00,1799,,India
INV103796,SKU-1003,USB-C Cable,Electronics,11,2024-05-12 00:00,299,C0067,United States
INV102887,SKU-1004,Laptop Stand,Accessories,10,2024-03-02 00:00,1299,,United States
INV102961,SKU-1008,Coffee Mug,Home,8,2024-10-02 00:00,249,C0117,India
INV103982,SKU-1008,Coffee Mug,Home,10,2024-02-04 00:00,249,,France
INV100760,SKU-1007,Water Bottle 1L,Home,7,2024-11-24 00:00,399,C0037,United States
INV103613,SKU-1003,USB-C Cable,Electronics,4,2024-07-15 00:00,299,C0067,United States
INV100586,SKU-1001,WIRELESS MOUSE,Electronics,1,2024-06-18 00:00,799,C0051,USA
INV100768,SKU-1013,Sticky Notes,Stationery,8,2024-08-18 00:00,79,C0086,united kingdom
INV103072,SKU-1002,Mechanical Keyboard,Electronics,3,2024-08-25 00:00,2499,C0110,France
INV101507,SKU-1010,Backpack,Accessories,2,2024-12-02 00:00,1999,C0113,Germany
INV100994,SKU-1010,Backpack,Accessories,4,2024-06-02 00:00,1999,C0096,United Kingdom
INV101147,SKU-1007,Water Bottle 1L,Home,5,2024-11-26 00:00,399,C0106,France
INV101661,SKU-1012,Phone Case,Accessories,1,2024-04-10 00:00,499,C0078,united kingdom
INV102964,SKU-1007,WATER BOTTLE 1L,Home,10,2024-07-11 00:00,399,C0058,India
INV102439,SKU-1008,Coffee Mug,Home,10,2024-11-04 00:00,249,C0063,United Kingdom
INV103927,SKU-1010,Backpack,Accessories,10,2024-02-19 00:00,1999,C0094,United Kingdom
INV101599,SKU-1006,Gel Pen Pack,Stationery,4,2024-07-08 00:00,99,C0079,Germany
INV102710,SKU-1006,Gel Pen Pack,Stationery,6,2024-09-22 00:00,99,C0091,Germany
INV101002,SKU-1005,Notebook A5,Stationery,9,2024-06-18 00:00,149,C0100,India
INV100362,SKU-1009,Desk Lamp,Home,7,2024-10-17 00:00,1499,C0067,United States
INV100984,SKU-1003,USB-C Cable,Electronics,11,2024-12-07 00:00,299,C0027,Germany
INV102763,SKU-1001,WIRELESS MOUSE,Electronics,5,2024-02-22 00:00,799,C0071,France
INV102977,SKU-1005,Notebook A5,Stationery,7,2024-07-23 00:00,149,C0067,United States
INV100284,SKU-1006,Gel Pen Pack,Stationery,5,2024-06-22 00:00,99,C0038,United States
INV100040,SKU-1009,Desk Lamp,Home,7,2024-05-06 00:00,1499,C0039,United Kingdom
INV102405,SKU-1010,Backpack,Accessories,6,2024-10-25 00:00,1999,C0118,India
INV101463,SKU-1012,Phone Case,Accessories,10,2024-08-19 00:00,499,C0097,United Kingdom
INV103114,SKU-1013,Sticky Notes,Stationery,1,2024-08-23 00:00,79,C0062,France
INV101220,SKU-1004,Laptop Stand,Accessories,7,2024-09-28 00:00,1299,C0062,France
INV103725,SKU-1004,Laptop Stand,Accessories,7,2024-10-29 00:00,1299,C0097,United Kingdom
INV102289,SKU-1005,Notebook A5,Stationery,-4,2024-05-14 00:00,149,C0109,Germany
INV101669,SKU-1010,Backpack,Accessories,7,2024-02-09 00:00,1999,C0093,United States
INV101328,SKU-1014,Power Bank 10000mAh,Electronics,2,2024-06-09 00:00,1799,C0027,Germany
INV103122,SKU-1010,Backpack,Accessories,5,2024-11-17 00:00,1999,C0019,United States
INV102077,SKU-1011,Wireless Earbuds,Electronics,5,2024-06-10 00:00,3499,C0118,India
INV103334,SKU-1007,Water Bottle 1L,Home,6,2024-03-22 00:00,399,,United States
INV103562,SKU-1008,Coffee Mug,Home,9,2024-03-07 00:00,249,C0046,United States
INV103226,SKU-1005,Notebook A5,Stationery,7,2024-06-29 00:00,149,C0073,Germany
INV103337,SKU-1002,,Electronics,11,2024-02-23 00:00,2499,C0058,India
INV100065,SKU-1011,Wireless Earbuds,Electronics,1,2024-12-16 00:00,3499,C0064,United States
INV100249,SKU-1012,Phone Case,Accessories,-7,2024-10-06 00:00,499,C0049,France
INV102323,SKU-1001,Wireless Mouse,Electronics,11,2024-10-05 00:00,799,C0068,United Kingdom
INV101855,SKU-1008,Coffee Mug,Home,9,2024-09-16 00:00,249,C0079,Germany
INV101711,SKU-1011,Wireless Earbuds,Electronics,10,2024-11-14 00:00,3499,C0099,France
INV100998,SKU-1001,Wireless Mouse,Electronics,11,2024-02-13 00:00,799,C0052,India
INV102395,SKU-1012,Phone Case,Accessories,9,2024-09-06 00:00,499,C0094,United Kingdom
INV102770,SKU-1010,Backpack,Accessories,7,2024-04-23 00:00,1999,C0026,France
INV103214,SKU-1001,Wireless Mouse,Electronics,-3,2024-01-31 00:00,799,C0013,France
INV100614,SKU-1001,Wireless Mouse,Electronics,2,2024-07-24 00:00,799,C0100,India
INV101649,SKU-1010,Backpack,Accessories,4,2024-10-05 00:00,1999,C0037,United States
INV101445,SKU-1011,Wireless Earbuds,Electronics,3,2024-01-01 00:00,3499,C0013,France
INV102106,SKU-1015,Yoga Mat,Home,5,2024-06-14 00:00,899,C0020,Germany
INV102336,SKU-1003,USB-C Cable,Electronics,4,2024-05-28 00:00,299,C0114,Germany
INV100928,SKU-1008,Coffee Mug,Home,8,2024-12-14 00:00,249,,USA
INV100438,SKU-1014,Power Bank 10000mAh,Electronics,9,2024-09-08 00:00,1799,C0033,India
INV101738,SKU-1002,Mechanical Keyboard,Electronics,4,2024-03-07 00:00,N/A,C0119,United Kingdom
INV103159,SKU-1014,Power Bank 10000mAh,Electronics,5,2024-08-12 00:00,1799,C0084,United States
INV100633,SKU-1015,Yoga Mat,Home,3,2024-12-15 00:00,899,C0106,France
INV101933,SKU-1006,Gel Pen Pack,Stationery,2,2024-03-22 00:00,99,C0084,United States
INV100752,SKU-1015,YOGA MAT,Home,7,2024-10-20 00:00,899,C0022,united kingdom
INV102259,SKU-1005,Notebook A5,Stationery,7,2024-12-08 00:00,149,C0043,France
INV100126,SKU-1013,Sticky Notes,Stationery,8,2024-05-07 00:00,79,C0053,United Kingdom
INV101278,SKU-1011,Wireless Earbuds,Electronics,5,2024-07-01 00:00,3499,C0062,France
INV100391,SKU-1012,Phone Case,Accessories,11,2024-06-16 00:00,499,C0106,France
INV103438,SKU-1013,Sticky Notes,Stationery,11,2024-09-01 00:00,79,C0005,Germany
INV100118,SKU-1015,Yoga Mat,Home,6,2024-12-06 00:00,899,C0005,Germany
INV103119,SKU-1014,Power Bank 10000mAh,Electronics,6,2024-04-03 00:00,1799,C0037,United States
INV100597,SKU-1008,Coffee Mug,Home,2,2024-10-21 00:00,249,C0020,Germany
INV101951,SKU-1004,Laptop Stand,Accessories,2,2024-10-28 00:00,1299,C0107,France
INV101127,SKU-1010,Backpack,Accessories,3,2024-08-25 00:00,1999,C0048,United States
INV102110,SKU-1007,,Home,2,2024-06-06 00:00,399,C0040,France
INV102990,SKU-1011,Wireless Earbuds,Electronics,2,2024-11-06 00:00,3499,C0080,France
INV100972,SKU-1004,Laptop Stand,Accessories,7,2024-02-09 00:00,1299,C0033,India
INV103279,SKU-1013,Sticky Notes,Stationery,6,2024-02-12 00:00,79,,India
INV103280,SKU-1008,Coffee Mug,Home,5,2024-04-13 00:00,249,C0103,United States
INV102977,SKU-1013,Sticky Notes,Stationery,6,2024-10-04 00:00,79,C0011,Germany
INV102154,SKU-1014,POWER BANK 10000MAH,Electronics,6,2024-12-19 00:00,1799,C0088,United Kingdom
INV101871,SKU-1013,Sticky Notes,Stationery,10,2024-11-23 00:00,79,C0079,Germany
INV103628,SKU-1008,Coffee Mug,Home,1,2024-11-17 00:00,249,C0060,France
INV103218,SKU-1002,Mechanical Keyboard,Electronics,2,2024-11-04 00:00,2499,C0111,United Kingdom
INV100450,SKU-1010,Backpack,Accessories,8,2024-10-31 00:00,1999,C0096,United Kingdom
INV102662,SKU-1005,Notebook A5,Stationery,10,2024-05-25 00:00,149,C0019,United States
INV103969,SKU-1009,Desk Lamp,Home,1,2024-03-28 00:00,1499,C0084,United States
INV100140,SKU-1003,USB-C Cable,Electronics,3,2024-08-06 00:00,299,C0089,France
INV101313,SKU-1010,Backpack,Accessories,10,2024-10-26 00:00,1999,C0052,India
INV100758,SKU-1007,Water Bottle 1L,Home,3,2024-08-27 00:00,399,C0036,India
INV101138,SKU-1009,Desk Lamp,Home,9,2024-08-14 00:00,1499,C0028,United States
INV103499,SKU-1009,Desk Lamp,Home,5,2024-06-04 00:00,1499,C0034,Germany
INV100269,SKU-1008,Coffee Mug,Home,-10,2024-12-06 00:00,249,C0017,united kingdom
INV103811,SKU-1013,Sticky Notes,Stationery,1,2024-01-10 00:00,79,,Germany
INV101880,SKU-1007,Water Bottle 1L,Home,4,2024-04-16 00:00,399,C0068,United Kingdom
INV101890,SKU-1002,Mechanical Keyboard,Electronics,5,2024-09-01 00:00,2499,C0092,United States
INV102904,SKU-1011,Wireless Earbuds,Electronics,11,2024-11-05 00:00,3499,C0022,United Kingdom
INV101647,SKU-1001,Wireless Mouse,Electronics,7,2024-03-20 00:00,799,C0085,USA
INV100554,SKU-1013,STICKY NOTES,Stationery,9,2024-06-05 00:00,79,C0037,USA
INV100826,SKU-1014,Power Bank 10000mAh,Electronics,4,2024-10-02 00:00,1799,C0092,United States
INV103025,SKU-1009,Desk Lamp,Home,6,2024-04-25 00:00,1499,C0082,Germany
INV102887,SKU-1002,Mechanical Keyboard,Electronics,7,2024-07-22 00:00,2499,C0060,France
INV102365,SKU-1001,Wireless Mouse,Electronics,2,2024-02-13 00:00,799,C0037,United States
INV101917,SKU-1012,Phone Case,Accessories,2,2024-05-17 00:00,499,C0074,India
INV101275,SKU-1009,Desk Lamp,Home,2,2024-12-03 00:00,1499,,France
INV100983,SKU-1012,Phone Case,Accessories,6,2024-04-02 00:00,499,C0094,United Kingdom
INV103471,SKU-1005,Notebook A5,Stationery,7,2024-05-09 00:00,149,C0033,India
INV100161,SKU-1010,Backpack,Accessories,11,2024-06-30 00:00,1999,C0010,India
INV102603,SKU-1015,Yoga Mat,Home,3,2024-02-12 00:00,899,C0031,Germany
INV102191,SKU-1014,Power Bank 10000mAh,Electronics,10,2024-04-23 00:00,1799,C0102,India
INV101845,SKU-1013,Sticky Notes,Stationery,7,2024-03-13 00:00,79,C0060,France
INV102238,SKU-1014,Power Bank 10000mAh,Electronics,4,2024-12-03 00:00,1799,C0060,France
INV101568,SKU-1005,Notebook A5,Stationery,4,2024-06-30 00:00,149,C0032,United Kingdom
INV100890,SKU-1002,Mechanical Keyboard,Electronics,1,2024-03-22 00:00,2499,C0115,Germany
INV100662,SKU-1003,USB-C Cable,Electronics,3,2024-02-05 00:00,299,C0059,France
INV103091,SKU-1003,USB-C Cable,Electronics,-11,2024-11-09 00:00,299,C0108,France
INV102807,SKU-1002,Mechanical Keyboard,Electronics,10,2024-08-24 00:00,2499,C0047,Germany
INV103483,SKU-1002,Mechanical Keyboard,Electronics,-2,2024-10-04 00:00,2499,,India
INV100610,SKU-1003,USB-C Cable,Electronics,3,2024-09-08 00:00,299,C0033,India
INV100071,SKU-1011,Wireless Earbuds,Electronics,4,2024-09-26 00:00,3499,C0065,Germany
INV101657,SKU-1013,Sticky Notes,Stationery,7,2024-06-07 00:00,79,C0021,Germany
INV100994,SKU-1008,Coffee Mug,Home,6,2024-10-24 00:00,249,C0112,France
INV103767,SKU-1007,Water Bottle 1L,Home,1,2024-11-24 00:00,399,C0061,United States
INV103433,SKU-1011,Wireless Earbuds,Electronics,4,2024-03-08 00:00,3499,C0018,India
INV101362,SKU-1015,Yoga Mat,Home,3,2024-07-12 00:00,899,C0088,United Kingdom
INV103120,SKU-1003,USB-C Cable,Electronics,11,2024-01-24 00:00,299,C0038,United States
INV100935,SKU-1013,Sticky Notes,Stationery,10,2024-01-22 00:00,79,C0005,Germany
INV103459,SKU-1008,Coffee Mug,Home,10,2024-03-05 00:00,249,C0027,Germany
INV100146,SKU-1004,Laptop Stand,Accessories,8,2024-04-21 00:00,1299,C0057,Germany
INV102344,SKU-1003,USB-C Cable,Electronics,3,2024-02-13 00:00,299,C0054,Germany
INV101392,SKU-1003,USB-C Cable,Electronics,9,2024-12-09 00:00,299,C0110,France
INV101581,SKU-1004,Laptop Stand,Accessories,6,2024-06-08 00:00,1299,C0110,France
